Format,Common Name,Scientific Name,Date,Year,Month,Day,Time,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Air Temp(°C)
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/18/2011,2011,8,18,1406,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/19/2011,2011,8,19,1457,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/19/2011,2011,8,19,1457,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/31/2011,2011,8,31,825,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/11/2011,2011,9,11,1156,US-TX-273,Texas,Kleberg,Kingsville - Kingsman Apartments,27.4928736,-97.8672731,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/21/2011,2011,9,21,1601,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/23/2011,2011,9,23,924,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/23/2011,2011,9,23,1414,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/23/2011,2011,9,23,1414,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/23/2011,2011,9,23,1414,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/24/2011,2011,9,24,607,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/24/2011,2011,9,24,725,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/25/2011,2011,9,25,711,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/25/2011,2011,9,25,711,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/25/2011,2011,9,25,730,US-TX-071,Texas,Chambers,"Smith Point--area (roads, RV Park, etc.)",29.5349012,-94.7630892,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/25/2011,2011,9,25,1046,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/25/2011,2011,9,25,1445,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/25/2011,2011,9,25,1445,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/25/2011,2011,9,25,1620,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/25/2011,2011,9,25,1620,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 2,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/26/2011,2011,9,26,734,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 3,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/26/2011,2011,9,26,734,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1; Immature Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/26/2011,2011,9,26,734,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 2; Immature Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/26/2011,2011,9,26,1153,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/26/2011,2011,9,26,1445,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/26/2011,2011,9,26,1445,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1; Immature Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/26/2011,2011,9,26,1640,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1; Immature Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/27/2011,2011,9,27,641,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1; Immature Female – 1; Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/27/2011,2011,9,27,641,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1; Immature Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/27/2011,2011,9,27,821,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1; Immature Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/27/2011,2011,9,27,821,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/28/2011,2011,9,28,642,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/28/2011,2011,9,28,743,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/28/2011,2011,9,28,743,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/28/2011,2011,9,28,1620,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/28/2011,2011,9,28,1620,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/30/2011,2011,9,30,642,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1; Immature Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,10/1/2011,2011,10,1,829,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,4/28/2012,2012,4,28,800,US-GA-111,Georgia,Fannin,Blue Ridge,34.86398,-84.32412,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,5/12/2012,2012,5,12,817,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,5/16/2012,2012,5,16,900,US-AR-051,Arkansas,Garland,"172 Heritage Drive, Hot Springs",34.4440838,-92.9839545,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,5/16/2012,2012,5,16,943,US-NY-109,New York,Tompkins,Sapsucker Woods--Town of Ithaca section,42.4768794,-76.4525088,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,5/17/2012,2012,5,17,1737,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,5/19/2012,2012,5,19,800,US-NY-105,New York,Sullivan,Bashakill State WMA,41.5384264,-74.5156422,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,5/29/2012,2012,5,29,1942,US-OH-155,Ohio,Trumbull,"6222 King Graves Rd, Fowler US-OH (41.2720,-80.5947)",41.271955,-80.594746,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/2/2012,2012,6,2,1800,US-FL-057,Florida,Hillsborough,Lettuce Lake County Park,28.0725,-82.3754,Adult Female,
Audio,Ruby-throated Hummingbird,Archilochus colubris,6/6/2012,2012,6,6,1014,US-NY-031,New York,Essex,Town of Essex; Boquet Mt. Trail,44.29962,-73.42818,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/12/2012,2012,6,12,1851,US-OH-155,Ohio,Trumbull,"6222 King Graves Rd, Fowler US-OH (41.2720,-80.5947)",41.271955,-80.594746,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/17/2012,2012,6,17,1200,US-NY-071,New York,Orange,Sterling Forest SP--Ironwood Drive (right-of-way),41.234391,-74.2379055,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/23/2012,2012,6,23,0,US-WI-013,Wisconsin,Burnett,Hayden Lake Property,45.9800415,-92.3560086,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/29/2012,2012,7,29,1200,US-IA-061,Iowa,Dubuque,"Peosta, Iowa",42.4516065,-90.8554133,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/31/2012,2012,7,31,733,US-IL-077,Illinois,Jackson,Cedar Lake,37.634544,-89.2797947,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/5/2012,2012,8,5,900,US-NJ-003,New Jersey,Bergen,The Celery Farm,41.0364972,-74.1271909,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/16/2012,2012,8,16,1125,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/16/2012,2012,8,16,1125,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/16/2012,2012,8,16,1125,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/17/2012,2012,8,17,757,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/17/2012,2012,8,17,757,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/18/2012,2012,8,18,0,US-CT-011,Connecticut,New London,"Fleming Court, Groton",41.3515215,-72.0751808,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/18/2012,2012,8,18,0,US-CT-011,Connecticut,New London,"Fleming Court, Groton",41.3515215,-72.0751808,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/18/2012,2012,8,18,0,US-CT-011,Connecticut,New London,"Fleming Court, Groton",41.3515215,-72.0751808,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/18/2012,2012,8,18,1103,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/18/2012,2012,8,18,1103,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/18/2012,2012,8,18,1103,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/18/2012,2012,8,18,1711,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/18/2012,2012,8,18,1711,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/18/2012,2012,8,18,1730,US-CT-011,Connecticut,New London,"Fleming Court, Groton",41.3515215,-72.0751808,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/19/2012,2012,8,19,0,US-CT-011,Connecticut,New London,"Fleming Court, Groton",41.3515215,-72.0751808,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/19/2012,2012,8,19,0,US-CT-011,Connecticut,New London,"Fleming Court, Groton",41.3515215,-72.0751808,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/19/2012,2012,8,19,936,US-TX-201,Texas,Harris,Fairfield,30.0131089,-95.7559821,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/19/2012,2012,8,19,936,US-TX-201,Texas,Harris,Fairfield,30.0131089,-95.7559821,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/19/2012,2012,8,19,1015,US-PA-091,Pennsylvania,Montgomery,"Family home, Pottstown, PA",40.2592986,-75.6587071,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/19/2012,2012,8,19,1400,US-CT-011,Connecticut,New London,"Fleming Court, Groton",41.3515215,-72.0751808,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/21/2012,2012,8,21,800,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/21/2012,2012,8,21,844,US-TX-201,Texas,Harris,Fairfield,30.0131089,-95.7559821,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/21/2012,2012,8,21,844,US-TX-201,Texas,Harris,Fairfield,30.0131089,-95.7559821,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/21/2012,2012,8,21,1407,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/21/2012,2012,8,21,1407,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/22/2012,2012,8,22,809,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/22/2012,2012,8,22,1201,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/22/2012,2012,8,22,1201,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/22/2012,2012,8,22,1201,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/22/2012,2012,8,22,1201,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/22/2012,2012,8,22,1201,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/22/2012,2012,8,22,1646,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/22/2012,2012,8,22,1646,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/22/2012,2012,8,22,1646,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/22/2012,2012,8,22,1646,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/22/2012,2012,8,22,1646,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/22/2012,2012,8,22,1646,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/22/2012,2012,8,22,1646,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/24/2012,2012,8,24,1413,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/25/2012,2012,8,25,747,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/27/2012,2012,8,27,933,US-TX-201,Texas,Harris,Fairfield,30.0131089,-95.7559821,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/31/2012,2012,8,31,1455,US-TX-041,Texas,Brazos,College Station - 3200 Dallis Dr.,30.5840056,-96.2958527,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/31/2012,2012,8,31,1455,US-TX-041,Texas,Brazos,College Station - 3200 Dallis Dr.,30.5840056,-96.2958527,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/31/2012,2012,8,31,1455,US-TX-041,Texas,Brazos,College Station - 3200 Dallis Dr.,30.5840056,-96.2958527,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/4/2012,2012,9,4,820,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/4/2012,2012,9,4,820,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/5/2012,2012,9,5,804,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/5/2012,2012,9,5,804,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/9/2012,2012,9,9,1229,US-TX-201,Texas,Harris,Kleb Woods Nature Preserve (UTC 098),30.0720853,-95.7398187,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/9/2012,2012,9,9,1229,US-TX-201,Texas,Harris,Kleb Woods Nature Preserve (UTC 098),30.0720853,-95.7398187,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/9/2012,2012,9,9,1229,US-TX-201,Texas,Harris,Kleb Woods Nature Preserve (UTC 098),30.0720853,-95.7398187,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/9/2012,2012,9,9,1229,US-TX-201,Texas,Harris,Kleb Woods Nature Preserve (UTC 098),30.0720853,-95.7398187,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/10/2012,2012,9,10,800,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/11/2012,2012,9,11,745,US-IL-097,Illinois,Lake,Lyons Woods FP Point 4 Bird Ob.,42.4044647,-87.8325544,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/11/2012,2012,9,11,745,US-IL-097,Illinois,Lake,Lyons Woods FP Point 4 Bird Ob.,42.4044647,-87.8325544,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/12/2012,2012,9,12,748,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/12/2012,2012,9,12,748,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/12/2012,2012,9,12,1108,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/12/2012,2012,9,12,1108,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/12/2012,2012,9,12,1108,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/12/2012,2012,9,12,1530,US-TX-213,Texas,Henderson,My Yard,32.2479056,-96.0953522,Adult,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/12/2012,2012,9,12,1707,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/13/2012,2012,9,13,841,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/13/2012,2012,9,13,841,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/14/2012,2012,9,14,744,US-TX-201,Texas,Harris,Fairfield,30.0131089,-95.7559821,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/14/2012,2012,9,14,828,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/14/2012,2012,9,14,1445,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/17/2012,2012,9,17,0,US-CT-011,Connecticut,New London,"Fleming Court, Groton",41.3515215,-72.0751808,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/17/2012,2012,9,17,0,US-CT-011,Connecticut,New London,"Fleming Court, Groton",41.3515215,-72.0751808,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/17/2012,2012,9,17,1717,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/18/2012,2012,9,18,1426,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,9/27/2012,2012,9,27,1655,US-TX-157,Texas,Fort Bend,Providence Subdivision,29.682,-95.644,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,3/18/2013,2013,3,18,813,US-TX-201,Texas,Harris,7831 Rollingbrook Drive,29.6637531,-95.5156557,Adult Male – 1,
