Format,Common Name,Scientific Name,Date,Year,Month,Day,Time,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Air Temp(°C)
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/22/2016,2016,7,22,1449,US-FL-095,Florida,Orange,Disney's Old Key West Resort,28.3751271,-81.5333918,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2016,2016,7,24,545,US-WI-041,Wisconsin,Forest,000-Cottage Yard (Forest Co),45.4263367,-88.7737927,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2016,2016,7,24,1000,US-GA-121,Georgia,Fulton,Benton Woods,33.9054708,-84.3736053,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2016,2016,7,24,1035,US-PA-027,Pennsylvania,Centre,Tunnel Rd,40.8562639,-77.4600412,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2016,2016,7,24,1604,US-FL-035,Florida,Flagler,Washington Oaks Gardens SP,29.6347135,-81.2043542,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2016,2016,7,24,1604,US-FL-035,Florida,Flagler,Washington Oaks Gardens SP,29.6347135,-81.2043542,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2016,2016,7,24,1604,US-FL-035,Florida,Flagler,Washington Oaks Gardens SP,29.6347135,-81.2043542,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2016,2016,7,24,1604,US-FL-035,Florida,Flagler,Washington Oaks Gardens SP,29.6347135,-81.2043542,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2016,2016,7,24,1604,US-FL-035,Florida,Flagler,Washington Oaks Gardens SP,29.6347135,-81.2043542,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2016,2016,7,24,1604,US-FL-035,Florida,Flagler,Washington Oaks Gardens SP,29.6347135,-81.2043542,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2016,2016,7,24,1604,US-FL-035,Florida,Flagler,Washington Oaks Gardens SP,29.6347135,-81.2043542,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/25/2016,2016,7,25,837,US-TN-065,Tennessee,Hamilton,Chester Frost Park,35.179672,-85.1565347,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/25/2016,2016,7,25,1330,US-WI-109,Wisconsin,St. Croix,WBBA II - Meyers,44.9135036,-92.5635996,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/25/2016,2016,7,25,1330,US-WI-109,Wisconsin,St. Croix,WBBA II - Meyers,44.9135036,-92.5635996,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/25/2016,2016,7,25,1330,US-WI-109,Wisconsin,St. Croix,WBBA II - Meyers,44.9135036,-92.5635996,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/25/2016,2016,7,25,1630,US-MD-021,Maryland,Frederick,Bush Creek Circl,39.338044,-77.352258,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/27/2016,2016,7,27,1330,US-NJ-019,New Jersey,Hunterdon,"Home, Woolf Road",40.6172427,-75.0293684,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/27/2016,2016,7,27,1330,US-NJ-019,New Jersey,Hunterdon,"Home, Woolf Road",40.6172427,-75.0293684,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/29/2016,2016,7,29,641,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/29/2016,2016,7,29,641,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/29/2016,2016,7,29,641,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/29/2016,2016,7,29,641,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/29/2016,2016,7,29,641,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/29/2016,2016,7,29,641,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/29/2016,2016,7,29,641,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/29/2016,2016,7,29,641,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/29/2016,2016,7,29,641,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/29/2016,2016,7,29,1503,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/29/2016,2016,7,29,1503,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/29/2016,2016,7,29,1503,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/29/2016,2016,7,29,1503,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/30/2016,2016,7,30,700,US-MO-037,Missouri,Cass,Hoot Owl Hollow Farm,38.6686996,-94.4912302,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/30/2016,2016,7,30,700,US-MO-037,Missouri,Cass,Hoot Owl Hollow Farm,38.6686996,-94.4912302,Adult Female,
Audio,Ruby-throated Hummingbird,Archilochus colubris,7/30/2016,2016,7,30,921,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Male,
Audio,Ruby-throated Hummingbird,Archilochus colubris,7/30/2016,2016,7,30,921,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/30/2016,2016,7,30,1023,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/30/2016,2016,7,30,1023,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/30/2016,2016,7,30,1023,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/30/2016,2016,7,30,1115,US-NY-051,New York,Livingston,"Bronson Hill Rd., Livonia",42.8392788,-77.6901964,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/31/2016,2016,7,31,1000,US-ME-017,Maine,Oxford,48 Bear Way,44.2701,-70.5833,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/31/2016,2016,7,31,1600,US-WI-025,Wisconsin,Dane,yard Madison west side,43.0765997,-89.5024234,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/1/2016,2016,8,1,1000,US-ME-027,Maine,Waldo,37 Webb Road,44.5994973,-69.1998295,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/1/2016,2016,8,1,1300,US-FL-019,Florida,Clay,"12 Oaks Drive, Orange Park, Fl",30.1455725,-81.7580813,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/1/2016,2016,8,1,1300,US-FL-019,Florida,Clay,"12 Oaks Drive, Orange Park, Fl",30.1455725,-81.7580813,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/1/2016,2016,8,1,1300,US-FL-019,Florida,Clay,"12 Oaks Drive, Orange Park, Fl",30.1455725,-81.7580813,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/1/2016,2016,8,1,1700,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/1/2016,2016,8,1,1701,US-PA-017,Pennsylvania,Bucks,PA:Bucks:Buckingham Springs,40.3017466,-75.0355081,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/2/2016,2016,8,2,1100,US-VA-059,Virginia,Fairfax,Reston -- 2000 Golf Course Drive,38.9433065,-77.3512503,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/2/2016,2016,8,2,1900,US-MA-009,Massachusetts,Essex,"Bateson Drive, Andover--Yard",42.6532663,-71.1674407,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/3/2016,2016,8,3,1440,US-MO-510,Missouri,St. Louis City,42XX Bates,38.5753592,-90.2669388,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/3/2016,2016,8,3,1440,US-MO-510,Missouri,St. Louis City,42XX Bates,38.5753592,-90.2669388,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/3/2016,2016,8,3,1440,US-MO-510,Missouri,St. Louis City,42XX Bates,38.5753592,-90.2669388,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/3/2016,2016,8,3,1515,US-MI-125,Michigan,Oakland,"Edwards/Rochester Hills, MI",42.6898803,-83.1671906,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/3/2016,2016,8,3,1830,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/3/2016,2016,8,3,1830,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/3/2016,2016,8,3,1830,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/3/2016,2016,8,3,1830,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/3/2016,2016,8,3,1830,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/4/2016,2016,8,4,705,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/4/2016,2016,8,4,705,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/4/2016,2016,8,4,705,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/4/2016,2016,8,4,705,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/4/2016,2016,8,4,705,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/4/2016,2016,8,4,1600,US-MD-031,Maryland,Montgomery,Sligo Creek Park--Wayne Ave. to south end,38.9803749,-76.9951057,Adult,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/4/2016,2016,8,4,1742,US-PA-091,Pennsylvania,Montgomery,East Norriton Yard--Office,40.1386792,-75.3275597,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/4/2016,2016,8,4,1742,US-PA-091,Pennsylvania,Montgomery,East Norriton Yard--Office,40.1386792,-75.3275597,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/4/2016,2016,8,4,1829,US-MD-005,Maryland,Baltimore,CCBC Catonsville,39.2567721,-76.7376807,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/5/2016,2016,8,5,800,US-AR-007,Arkansas,Benton,BV Home,36.4801213,-94.3373519,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/5/2016,2016,8,5,945,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/5/2016,2016,8,5,945,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/5/2016,2016,8,5,945,US-TN-179,Tennessee,Washington,HR,36.3273454,-82.4478622,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/5/2016,2016,8,5,1530,US-MD-021,Maryland,Frederick,Sugarloaf Parkway Trail,39.3375835,-77.3457456,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/5/2016,2016,8,5,1632,US-TN-065,Tennessee,Hamilton,home,35.1264549,-85.0544143,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/6/2016,2016,8,6,720,US-WI-025,Wisconsin,Dane,Paradise Pond,42.9226176,-89.2464066,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/6/2016,2016,8,6,800,US-AR-007,Arkansas,Benton,BV Home,36.4801213,-94.3373519,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/6/2016,2016,8,6,1000,US-PA-071,Pennsylvania,Lancaster,Middle Creek WMA (IBA) (Lancaster Co.),40.2716676,-76.247735,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/6/2016,2016,8,6,1000,US-OH-093,Ohio,Lorain,Home/Imprecise Location/Private Residence/No Access,41.2643803,-82.0802844,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/6/2016,2016,8,6,1000,US-NJ-005,New Jersey,Burlington,Medford,39.90091,-74.82351,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/6/2016,2016,8,6,1831,US-VA-161,Virginia,Roanoke,Bent Mountain Center (formerly Bent Mountain Elementary School),37.15481,-80.1222447,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/6/2016,2016,8,6,1831,US-VA-161,Virginia,Roanoke,Bent Mountain Center (formerly Bent Mountain Elementary School),37.15481,-80.1222447,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/6/2016,2016,8,6,1831,US-VA-161,Virginia,Roanoke,Bent Mountain Center (formerly Bent Mountain Elementary School),37.15481,-80.1222447,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/6/2016,2016,8,6,1831,US-VA-161,Virginia,Roanoke,Bent Mountain Center (formerly Bent Mountain Elementary School),37.15481,-80.1222447,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/7/2016,2016,8,7,1507,US-NY-005,New York,Bronx,New York Botanical Garden,40.8626639,-73.8765139,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/7/2016,2016,8,7,1830,US-WI-027,Wisconsin,Dodge,MB Property,43.3933908,-88.9437146,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/7/2016,2016,8,7,1830,US-WI-027,Wisconsin,Dodge,MB Property,43.3933908,-88.9437146,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/8/2016,2016,8,8,700,US-PA-037,Pennsylvania,Columbia,Rupert Backyard,40.9780979,-76.4724129,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/8/2016,2016,8,8,700,US-PA-037,Pennsylvania,Columbia,Rupert Backyard,40.9780979,-76.4724129,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/8/2016,2016,8,8,715,US-MO-037,Missouri,Cass,Hoot Owl Hollow Farm,38.6686996,-94.4912302,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/8/2016,2016,8,8,740,US-NY-055,New York,Monroe,"Home 43.241254, -77.9126016",43.241254,-77.9126016,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/8/2016,2016,8,8,1739,US-MD-005,Maryland,Baltimore,CCBC Catonsville,39.2567721,-76.7376807,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/8/2016,2016,8,8,1853,US-PA-125,Pennsylvania,Washington,Hilltop,40.269795,-80.008225,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/9/2016,2016,8,9,800,US-AR-007,Arkansas,Benton,BV Home,36.4801213,-94.3373519,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/9/2016,2016,8,9,1838,US-MD-005,Maryland,Baltimore,CCBC Catonsville,39.2567721,-76.7376807,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/10/2016,2016,8,10,820,US-ME-027,Maine,Waldo,ME TROY CORVID SURVEY    TROY,44.6592344,-69.2911171,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/10/2016,2016,8,10,1544,US-VA-029,Virginia,Buckingham,Spears Farm (private),37.5502148,-78.3701885,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/11/2016,2016,8,11,721,US-PA-017,Pennsylvania,Bucks,PA:Bucks:Buckingham Springs,40.3017466,-75.0355081,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/11/2016,2016,8,11,1030,US-NY-109,New York,Tompkins,Jody's house and fields,42.467824,-76.449358,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/11/2016,2016,8,11,1600,US-WI-025,Wisconsin,Dane,yard Madison west side,43.0765997,-89.5024234,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/12/2016,2016,8,12,830,US-MO-037,Missouri,Cass,Hoot Owl Hollow Farm,38.6686996,-94.4912302,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/13/2016,2016,8,13,754,US-VA-041,Virginia,Chesterfield,Dutch Gap Conservation Area/Henricus Historical Park,37.3745951,-77.3628956,Adult,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/13/2016,2016,8,13,800,US-AR-007,Arkansas,Benton,BV Home,36.4801213,-94.3373519,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/13/2016,2016,8,13,815,US-WI-127,Wisconsin,Walworth,Booth Lake,42.8014343,-88.4296203,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/13/2016,2016,8,13,1415,US-VA-041,Virginia,Chesterfield,Dutch Gap Conservation Area -- Twin Spur Gap,37.368088,-77.366722,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/13/2016,2016,8,13,1430,US-OH-093,Ohio,Lorain,Home/Imprecise Location/Private Residence/No Access,41.2643803,-82.0802844,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/13/2016,2016,8,13,1937,US-NE-177,Nebraska,Washington,Crystal Lake (Blair),41.5109857,-96.103887,Adult Female,
Audio,Ruby-throated Hummingbird,Archilochus colubris,8/14/2016,2016,8,14,712,US-TN-093,Tennessee,Knox,Sumrall house,35.8856064,-84.1208394,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/14/2016,2016,8,14,800,US-VA-059,Virginia,Fairfax,Huntley Meadows Park--Observation Tower,38.7514304,-77.106514,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/14/2016,2016,8,14,910,US-MI-137,Michigan,Otsego,6275 Theisen Road,45.0865528,-84.8017186,Adult Male,
Audio,Ruby-throated Hummingbird,Archilochus colubris,8/14/2016,2016,8,14,1152,US-SC-003,South Carolina,Aiken,Croakie's Yard,33.5127297,-81.9736934,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/14/2016,2016,8,14,1645,US-SC-029,South Carolina,Colleton,Donnelley WMA (partial fall and winter restricted access),32.7038313,-80.6007189,Adult,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/15/2016,2016,8,15,700,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/15/2016,2016,8,15,700,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/15/2016,2016,8,15,700,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/15/2016,2016,8,15,700,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/15/2016,2016,8,15,700,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/15/2016,2016,8,15,700,US-IL-043,Illinois,DuPage,"5718 Pershing Avenue, Downers Grove, Illinois, US (41.782, -88.036)",41.7819509,-88.0357432,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/15/2016,2016,8,15,1200,US-NY-041,New York,Hamilton,Forked Lake Campground,43.9062593,-74.5325589,Adult,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/15/2016,2016,8,15,1333,US-VA-147,Virginia,Prince Edward,Twin Lakes State Park,37.1757,-78.2786,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/15/2016,2016,8,15,1333,US-VA-147,Virginia,Prince Edward,Twin Lakes State Park,37.1757,-78.2786,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/15/2016,2016,8,15,1815,US-TX-265,Texas,Kerr,104 Greenwood Forest Subdivision,30.0756527,-99.2221072,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/15/2016,2016,8,15,1815,US-TX-265,Texas,Kerr,104 Greenwood Forest Subdivision,30.0756527,-99.2221072,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/16/2016,2016,8,16,1010,US-NY-017,New York,Chenango,Sherburne railroad grade marsh,42.6478491,-75.5313063,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/16/2016,2016,8,16,1010,US-NY-017,New York,Chenango,Sherburne railroad grade marsh,42.6478491,-75.5313063,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/16/2016,2016,8,16,1315,US-SC-019,South Carolina,Charleston,"Eastwood, James Island",32.7434646,-79.9136066,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/16/2016,2016,8,16,1315,US-SC-019,South Carolina,Charleston,"Eastwood, James Island",32.7434646,-79.9136066,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/16/2016,2016,8,16,1603,US-NY-069,New York,Ontario,"US-NY-ONT Phelps--CR 26, Donna V.'s (PRIVATE) (3276D) [Newark_SW]",43.0080443,-77.0817304,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/17/2016,2016,8,17,745,US-MO-037,Missouri,Cass,Hoot Owl Hollow Farm,38.6686996,-94.4912302,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/17/2016,2016,8,17,1115,US-NY-069,New York,Ontario,"*US-NY-ONT Manchester--889 LaRue Rd. - PRIVATE, 1984-2025 (3176D) [Clifton Springs_NE]",42.99468,-77.15822,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/18/2016,2016,8,18,634,US-AL-089,Alabama,Madison,Hickory Woods-Huntsville,34.7132547,-86.5485978,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/18/2016,2016,8,18,1330,US-TX-349,Texas,Navarro,Private residence,32.0243049,-96.6069996,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/19/2016,2016,8,19,930,US-MO-189,Missouri,St. Louis,work area,38.6039672,-90.383226,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/19/2016,2016,8,19,930,US-MO-189,Missouri,St. Louis,work area,38.6039672,-90.383226,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/20/2016,2016,8,20,713,US-MI-047,Michigan,Emmet,Silver Creek Association,45.3726645,-84.7937036,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/20/2016,2016,8,20,1345,US-NE-053,Nebraska,Dodge,1435 N Union St,41.4425468,-96.4915009,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/20/2016,2016,8,20,1345,US-NE-053,Nebraska,Dodge,1435 N Union St,41.4425468,-96.4915009,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/20/2016,2016,8,20,1345,US-NE-053,Nebraska,Dodge,1435 N Union St,41.4425468,-96.4915009,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/20/2016,2016,8,20,1345,US-NE-053,Nebraska,Dodge,1435 N Union St,41.4425468,-96.4915009,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/20/2016,2016,8,20,1545,US-PA-045,Pennsylvania,Delaware,Swarthmore Yard 112,39.9010343,-75.3466912,Adult Female,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/20/2016,2016,8,20,1815,US-NE-053,Nebraska,Dodge,1435 N Union St,41.4425468,-96.4915009,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/20/2016,2016,8,20,1815,US-NE-053,Nebraska,Dodge,1435 N Union St,41.4425468,-96.4915009,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/20/2016,2016,8,20,1815,US-NE-053,Nebraska,Dodge,1435 N Union St,41.4425468,-96.4915009,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/21/2016,2016,8,21,700,US-NC-183,North Carolina,Wake,Horseshoe Farm Nature Preserve,35.8838006,-78.5366952,Adult Male,
Photo,Ruby-throated Hummingbird,Archilochus colubris,8/21/2016,2016,8,21,800,US-AR-007,Arkansas,Benton,BV Home,36.4801213,-94.3373519,Adult Female,
